arm,rep,iid,repo,gold_hit,submitted,consulted,deep_read,read_before_edit,prompt_tokens,completion_tokens,ctx_tokens
FILE,1,django__django-15957,django,0,1,1,1,1,34206,2954,1106
FILE,1,django__django-16100,django,1,1,1,1,1,97540,5650,1106
FILE,1,django__django-16116,django,0,0,1,1,1,75439,3615,1106
FILE,1,django__django-16136,django,0,0,1,1,1,60230,3038,1106
FILE,1,django__django-16454,django,0,0,1,1,1,41427,3618,1106
FILE,1,django__django-16502,django,0,1,1,1,1,45182,2155,1106
FILE,1,django__django-16631,django,1,1,1,1,1,45005,3245,1106
FILE,1,django__django-16667,django,1,1,1,1,1,10650,1339,1106
FILE,1,django__django-17084,django,0,0,1,1,1,98024,6556,1106
FILE,1,matplotlib__matplotlib-13989,matplotlib,1,1,1,1,1,50437,2820,910
FILE,1,matplotlib__matplotlib-14623,matplotlib,0,0,1,1,1,89088,2690,910
FILE,1,matplotlib__matplotlib-20488,matplotlib,0,0,0,0,0,37199,1916,0
FILE,1,matplotlib__matplotlib-20676,matplotlib,1,1,1,1,1,41088,2844,910
FILE,1,matplotlib__matplotlib-20826,matplotlib,0,1,1,1,1,24082,1557,910
FILE,1,matplotlib__matplotlib-20859,matplotlib,0,0,1,1,1,45484,2502,910
FILE,1,matplotlib__matplotlib-21568,matplotlib,1,1,1,1,1,78538,3259,910
FILE,1,matplotlib__matplotlib-22719,matplotlib,0,1,1,1,1,111251,4502,910
FILE,1,matplotlib__matplotlib-22865,matplotlib,1,1,1,1,1,54221,2101,910
FILE,1,matplotlib__matplotlib-22871,matplotlib,0,0,1,1,1,35325,3208,910
FILE,1,matplotlib__matplotlib-23299,matplotlib,0,1,1,1,1,44856,1972,910
FILE,1,matplotlib__matplotlib-23314,matplotlib,0,1,1,1,1,112070,3764,910
FILE,1,matplotlib__matplotlib-23412,matplotlib,1,1,1,1,1,60033,3547,910
FILE,1,matplotlib__matplotlib-23476,matplotlib,0,1,1,1,1,39142,1704,910
FILE,1,matplotlib__matplotlib-24026,matplotlib,1,1,1,1,1,35063,2349,910
FILE,1,matplotlib__matplotlib-24149,matplotlib,0,1,1,1,1,19778,921,910
FILE,1,matplotlib__matplotlib-24177,matplotlib,0,1,1,1,1,68216,2719,910
FILE,1,matplotlib__matplotlib-24570,matplotlib,0,0,1,1,1,81433,4300,910
FILE,1,matplotlib__matplotlib-24627,matplotlib,1,1,1,1,1,25106,1865,910
FILE,1,matplotlib__matplotlib-24637,matplotlib,1,1,1,1,1,83240,3808,910
FILE,1,matplotlib__matplotlib-24870,matplotlib,0,0,1,1,1,85005,1942,910
FILE,1,matplotlib__matplotlib-24970,matplotlib,1,1,1,1,1,34530,1996,910
FILE,1,matplotlib__matplotlib-25122,matplotlib,1,1,1,1,1,37219,1787,910
FILE,1,matplotlib__matplotlib-25287,matplotlib,1,1,1,1,1,64666,3444,910
FILE,1,matplotlib__matplotlib-25311,matplotlib,0,1,1,1,1,32330,1810,910
FILE,1,matplotlib__matplotlib-25332,matplotlib,0,1,1,1,1,21443,1967,910
FILE,1,matplotlib__matplotlib-25479,matplotlib,1,1,1,1,1,69290,3070,910
FILE,1,matplotlib__matplotlib-25775,matplotlib,1,1,1,1,1,43471,2489,910
FILE,1,matplotlib__matplotlib-25960,matplotlib,1,1,1,1,1,115626,3761,910
FILE,1,matplotlib__matplotlib-26113,matplotlib,1,1,1,1,1,13449,740,910
FILE,1,matplotlib__matplotlib-26208,matplotlib,1,1,1,1,1,53590,2519,910
FILE,1,matplotlib__matplotlib-26291,matplotlib,1,1,1,1,1,28762,1693,910
FILE,1,matplotlib__matplotlib-26342,matplotlib,0,0,1,1,1,106724,3951,910
FILE,1,matplotlib__matplotlib-26466,matplotlib,0,0,1,1,1,48515,2643,910
FILE,1,pydata__xarray-3993,xarray,1,1,1,1,1,22337,2111,785
FILE,1,pydata__xarray-4075,xarray,1,1,1,1,1,22983,1472,785
FILE,1,pydata__xarray-4094,xarray,1,1,1,1,1,29541,1410,785
FILE,1,pydata__xarray-4356,xarray,1,1,1,1,1,16396,2270,785
FILE,1,pydata__xarray-4695,xarray,0,0,1,1,1,80665,4752,785
FILE,1,pydata__xarray-4966,xarray,1,1,1,1,1,34671,2299,785
FILE,1,pydata__xarray-6599,xarray,0,0,1,1,1,98845,4152,785
FILE,1,pydata__xarray-6721,xarray,0,1,0,0,0,24040,1152,0
FILE,1,pydata__xarray-6744,xarray,0,0,1,1,1,182911,13287,785
FILE,1,pydata__xarray-6938,xarray,0,1,1,1,1,107698,5288,785
FILE,1,pydata__xarray-6992,xarray,1,1,1,1,1,36573,2209,785
FILE,1,pydata__xarray-7233,xarray,1,1,1,1,1,30689,1280,785
FILE,1,pytest-dev__pytest-10051,pytest,1,1,1,1,1,14555,1369,802
FILE,1,pytest-dev__pytest-10081,pytest,1,1,1,1,1,34338,1987,802
FILE,1,pytest-dev__pytest-10356,pytest,0,0,1,1,1,53304,3834,802
FILE,1,pytest-dev__pytest-5262,pytest,1,1,0,0,0,17580,1805,0
FILE,1,pytest-dev__pytest-5631,pytest,1,1,1,1,1,16696,1747,802
FILE,1,pytest-dev__pytest-5787,pytest,0,1,1,1,1,57203,3476,802
FILE,1,pytest-dev__pytest-5809,pytest,1,1,1,1,1,11196,560,802
FILE,1,pytest-dev__pytest-5840,pytest,0,1,1,1,1,22372,1396,802
FILE,1,pytest-dev__pytest-6197,pytest,0,0,1,1,1,178673,8178,802
FILE,1,pytest-dev__pytest-6202,pytest,0,0,1,0,1,34148,1984,0
FILE,1,pytest-dev__pytest-7205,pytest,0,0,0,0,0,20624,990,0
FILE,1,pytest-dev__pytest-7236,pytest,0,0,1,1,1,29493,2874,802
FILE,1,pytest-dev__pytest-7324,pytest,0,1,1,1,1,17351,1568,802
FILE,1,pytest-dev__pytest-7432,pytest,0,0,1,1,1,54549,4007,802
FILE,1,pytest-dev__pytest-7490,pytest,0,1,1,1,1,98026,2847,802
FILE,1,pytest-dev__pytest-7521,pytest,1,1,0,0,0,53329,3842,0
FILE,1,pytest-dev__pytest-7571,pytest,1,1,1,1,1,15697,1736,802
FILE,1,pytest-dev__pytest-7982,pytest,1,1,1,1,1,8005,526,802
FILE,1,pytest-dev__pytest-8399,pytest,1,1,1,1,1,17619,1482,802
FILE,1,scikit-learn__scikit-learn-10297,scikit-learn,1,1,1,1,1,42563,3510,800
FILE,1,scikit-learn__scikit-learn-10844,scikit-learn,1,1,1,1,1,61407,1689,800
FILE,1,scikit-learn__scikit-learn-10908,scikit-learn,0,0,1,1,1,90891,10781,800
FILE,1,scikit-learn__scikit-learn-11310,scikit-learn,1,1,1,1,1,34633,2925,800
FILE,1,scikit-learn__scikit-learn-11578,scikit-learn,1,1,1,1,1,27013,825,800
FILE,1,scikit-learn__scikit-learn-12585,scikit-learn,1,1,1,1,1,14151,1446,800
FILE,1,scikit-learn__scikit-learn-12682,scikit-learn,1,1,1,1,1,23302,2918,800
FILE,1,scikit-learn__scikit-learn-12973,scikit-learn,1,1,1,1,1,23827,3536,800
FILE,1,scikit-learn__scikit-learn-13124,scikit-learn,1,1,1,1,1,81680,3862,800
FILE,1,scikit-learn__scikit-learn-13135,scikit-learn,0,0,1,1,1,37170,2427,800
FILE,1,scikit-learn__scikit-learn-13142,scikit-learn,0,1,1,1,1,38584,1693,800
FILE,1,scikit-learn__scikit-learn-13328,scikit-learn,1,1,0,0,0,12077,642,0
FILE,1,scikit-learn__scikit-learn-13439,scikit-learn,1,1,1,1,1,21919,1637,800
FILE,1,scikit-learn__scikit-learn-13496,scikit-learn,1,1,1,1,1,32066,3547,800
FILE,1,scikit-learn__scikit-learn-13779,scikit-learn,1,1,1,1,1,26332,1491,800
FILE,1,scikit-learn__scikit-learn-14053,scikit-learn,1,1,1,1,1,143739,6577,800
FILE,1,scikit-learn__scikit-learn-14087,scikit-learn,0,0,1,1,1,134128,5608,800
FILE,1,scikit-learn__scikit-learn-14141,scikit-learn,1,1,1,1,1,38076,2533,800
FILE,1,scikit-learn__scikit-learn-14496,scikit-learn,1,1,1,1,1,32969,2300,800
FILE,1,scikit-learn__scikit-learn-14629,scikit-learn,0,1,1,1,1,37156,3097,800
FILE,1,scikit-learn__scikit-learn-14710,scikit-learn,0,0,1,1,1,47162,4420,800
FILE,1,scikit-learn__scikit-learn-14894,scikit-learn,1,1,1,1,1,25858,2213,800
FILE,1,scikit-learn__scikit-learn-14983,scikit-learn,1,1,1,1,1,68648,3426,800
FILE,1,scikit-learn__scikit-learn-15100,scikit-learn,0,0,1,1,1,24697,1072,800
FILE,1,scikit-learn__scikit-learn-25102,scikit-learn,0,0,1,1,1,68300,4760,800
FILE,1,scikit-learn__scikit-learn-25232,scikit-learn,0,0,1,1,1,54842,3504,800
FILE,1,scikit-learn__scikit-learn-25747,scikit-learn,0,0,0,0,0,34303,2603,0
FILE,1,scikit-learn__scikit-learn-25931,scikit-learn,0,0,1,1,1,90134,2136,800
FILE,1,scikit-learn__scikit-learn-25973,scikit-learn,1,1,1,1,1,49300,2835,800
FILE,1,scikit-learn__scikit-learn-26194,scikit-learn,1,1,1,1,1,19228,1350,800
FILE,1,scikit-learn__scikit-learn-26323,scikit-learn,1,1,1,1,1,21024,1791,800
FILE,1,scikit-learn__scikit-learn-9288,scikit-learn,1,1,1,1,1,93726,4354,800
FILE,1,sphinx-doc__sphinx-10614,sphinx,0,0,1,1,1,114390,4442,886
FILE,1,sphinx-doc__sphinx-10673,sphinx,0,0,1,1,1,74658,4183,886
FILE,1,sphinx-doc__sphinx-11445,sphinx,1,1,1,1,1,34834,2827,886
FILE,1,sphinx-doc__sphinx-11510,sphinx,0,0,1,1,1,52106,2149,886
FILE,1,sphinx-doc__sphinx-7440,sphinx,1,1,1,1,1,40188,2240,886
FILE,1,sphinx-doc__sphinx-7590,sphinx,1,1,1,1,1,21340,1887,886
FILE,1,sphinx-doc__sphinx-7748,sphinx,1,1,1,1,1,117090,7582,886
FILE,1,sphinx-doc__sphinx-7757,sphinx,0,1,1,1,1,81680,4383,886
FILE,1,sphinx-doc__sphinx-7910,sphinx,0,1,1,1,1,31000,1730,886
FILE,1,sphinx-doc__sphinx-7985,sphinx,0,1,1,1,1,40406,1914,886
FILE,1,sphinx-doc__sphinx-8056,sphinx,0,1,1,1,1,27729,3168,886
FILE,1,sphinx-doc__sphinx-8120,sphinx,0,1,1,1,1,87110,3587,886
FILE,1,sphinx-doc__sphinx-8265,sphinx,0,1,1,1,1,14528,1089,886
FILE,1,sphinx-doc__sphinx-8269,sphinx,0,1,1,1,1,31239,2464,886
FILE,1,sphinx-doc__sphinx-8475,sphinx,0,0,1,1,1,90580,3594,886
FILE,1,sphinx-doc__sphinx-8548,sphinx,1,1,1,1,1,41494,3264,886
FILE,1,sphinx-doc__sphinx-8551,sphinx,0,0,1,1,1,53257,4098,886
FILE,1,sphinx-doc__sphinx-8621,sphinx,0,0,1,1,1,123431,5410,886
FILE,1,sphinx-doc__sphinx-8638,sphinx,0,0,1,1,1,17065,6330,886
FILE,1,sphinx-doc__sphinx-8721,sphinx,1,1,1,1,1,14906,1607,886
FILE,1,sphinx-doc__sphinx-9229,sphinx,0,0,1,1,1,184078,9545,886
FILE,1,sphinx-doc__sphinx-9258,sphinx,0,0,1,1,1,32257,2657,886
FILE,1,sphinx-doc__sphinx-9281,sphinx,0,1,1,1,1,23838,2334,886
FILE,1,sphinx-doc__sphinx-9320,sphinx,1,1,1,1,1,26167,1783,886
FILE,1,sphinx-doc__sphinx-9367,sphinx,0,1,1,1,1,25905,1421,886
FILE,1,sphinx-doc__sphinx-9461,sphinx,1,1,1,1,1,29762,2127,886
FILE,1,sphinx-doc__sphinx-9698,sphinx,1,1,1,1,1,52337,4720,886
FILE,1,sphinx-doc__sphinx-9711,sphinx,0,0,1,1,1,120923,4795,886
FILE,1,sympy__sympy-11618,sympy,1,1,1,1,1,22497,1836,953
FILE,1,sympy__sympy-12096,sympy,0,1,1,1,1,22244,1344,953
FILE,1,sympy__sympy-12419,sympy,0,0,1,1,1,56474,3238,953
FILE,1,sympy__sympy-12481,sympy,1,1,1,1,1,45354,3272,953
FILE,1,sympy__sympy-12489,sympy,1,1,1,1,1,33949,2556,953
FILE,1,sympy__sympy-13031,sympy,0,1,1,1,1,35098,3208,953
FILE,1,sympy__sympy-13091,sympy,1,1,1,1,1,9351,541,953
FILE,1,sympy__sympy-13372,sympy,1,1,1,1,1,30004,2733,953
FILE,1,sympy__sympy-13615,sympy,0,0,1,1,1,68487,5291,953
FILE,1,sympy__sympy-13757,sympy,1,1,1,1,1,52203,2552,953
FILE,1,sympy__sympy-13798,sympy,1,1,1,1,1,52053,2274,953
FILE,1,sympy__sympy-13852,sympy,0,1,1,1,1,33319,1418,953
FILE,1,sympy__sympy-13877,sympy,1,1,1,1,1,39050,1791,953
FILE,1,sympy__sympy-13974,sympy,1,1,1,1,1,37092,1653,953
FILE,1,sympy__sympy-14248,sympy,0,0,1,1,1,178318,6966,953
FILE,1,sympy__sympy-14711,sympy,1,1,1,1,1,31031,1855,953
FILE,1,sympy__sympy-14976,sympy,0,1,1,1,1,29989,1731,953
FILE,1,sympy__sympy-15017,sympy,0,1,1,1,1,36152,2603,953
FILE,1,sympy__sympy-15345,sympy,0,0,1,1,1,33144,2441,953
FILE,1,sympy__sympy-15349,sympy,0,0,1,1,1,52821,6336,953
FILE,1,sympy__sympy-15875,sympy,1,1,1,1,1,25475,1321,953
FILE,1,sympy__sympy-15976,sympy,0,1,1,1,1,30082,1694,953
FILE,1,sympy__sympy-16450,sympy,1,1,1,1,1,33242,2033,953
FILE,1,sympy__sympy-16597,sympy,0,1,1,1,1,16788,1623,953
FILE,1,sympy__sympy-16766,sympy,1,1,1,1,1,13030,1044,953
FILE,1,sympy__sympy-16792,sympy,0,0,1,1,1,62449,4982,953
FILE,1,sympy__sympy-16886,sympy,1,1,1,1,1,22102,804,953
FILE,1,sympy__sympy-17318,sympy,0,0,1,1,1,30325,3155,953
FILE,1,sympy__sympy-17630,sympy,0,1,1,1,1,30281,1601,953
FILE,1,sympy__sympy-18189,sympy,1,1,1,1,1,20369,1819,953
FILE,1,sympy__sympy-18199,sympy,1,1,1,1,1,16492,1833,953
FILE,1,sympy__sympy-18211,sympy,0,0,1,1,1,125180,5141,953
FILE,1,sympy__sympy-18698,sympy,0,1,1,1,1,50426,1735,953
FILE,1,sympy__sympy-18763,sympy,1,1,1,1,1,34553,2637,953
FILE,1,sympy__sympy-19040,sympy,0,1,1,1,1,20874,1237,953
FILE,1,sympy__sympy-19346,sympy,0,0,1,1,1,152111,4230,953
FILE,1,sympy__sympy-19495,sympy,1,1,1,1,1,37959,2751,953
FILE,1,sympy__sympy-19637,sympy,0,0,1,1,1,40370,2634,953
FILE,1,sympy__sympy-19783,sympy,1,1,1,1,1,20935,2453,953
FILE,1,sympy__sympy-19954,sympy,1,1,1,1,1,33086,1891,953
FILE,1,sympy__sympy-20154,sympy,1,1,1,1,1,30160,1940,953
FILE,1,sympy__sympy-20428,sympy,0,0,1,1,1,42251,3144,953
FILE,1,sympy__sympy-20590,sympy,0,1,1,1,1,42280,2628,953
FILE,1,sympy__sympy-20801,sympy,1,1,1,1,1,22129,1656,953
FILE,1,sympy__sympy-20916,sympy,0,0,1,1,1,109779,6727,953
FILE,1,sympy__sympy-21379,sympy,0,1,1,1,1,42792,3008,953
FILE,1,sympy__sympy-21596,sympy,0,1,1,1,1,16507,1522,953
FILE,1,sympy__sympy-21612,sympy,0,1,1,1,1,30854,3271,953
FILE,1,sympy__sympy-21847,sympy,1,1,1,1,1,62982,6377,953
FILE,1,sympy__sympy-21930,sympy,0,1,1,1,1,35933,1996,953
FILE,1,sympy__sympy-22080,sympy,0,1,1,1,1,83137,2712,953
FILE,1,sympy__sympy-22456,sympy,0,0,1,1,1,44679,2273,953
FILE,1,sympy__sympy-22714,sympy,0,1,1,1,1,33150,3305,953
FILE,1,sympy__sympy-23262,sympy,1,1,1,1,1,55518,1689,953
FILE,1,sympy__sympy-23413,sympy,1,1,1,1,1,31283,1754,953
FILE,1,sympy__sympy-24066,sympy,0,0,1,1,1,96079,4039,953
FILE,1,sympy__sympy-24443,sympy,0,0,1,1,1,34609,1761,953
FILE,1,sympy__sympy-24539,sympy,1,1,1,1,1,44897,2682,953
FILE,1,sympy__sympy-24562,sympy,1,1,1,1,1,86789,3194,953
FILE,1,sympy__sympy-24661,sympy,1,1,1,1,1,85557,4804,953
FILE,2,astropy__astropy-12907,astropy,0,0,1,1,1,75169,6472,849
FILE,2,astropy__astropy-13033,astropy,0,0,1,1,1,55906,3948,849
FILE,2,astropy__astropy-13236,astropy,1,1,1,1,1,37293,1575,849
FILE,2,astropy__astropy-13398,astropy,0,0,1,1,1,119065,4548,849
FILE,2,astropy__astropy-13453,astropy,1,1,0,0,0,108753,3712,0
FILE,2,astropy__astropy-13579,astropy,0,0,1,1,1,115828,3004,849
FILE,2,astropy__astropy-13977,astropy,0,0,1,1,1,36836,1546,849
FILE,2,astropy__astropy-14096,astropy,0,0,1,1,1,132222,5501,849
FILE,2,astropy__astropy-14182,astropy,0,1,1,1,1,73965,3015,849
FILE,2,astropy__astropy-14309,astropy,1,1,1,1,1,11231,635,849
FILE,2,astropy__astropy-14365,astropy,1,1,1,1,1,21278,969,849
FILE,2,astropy__astropy-14369,astropy,0,0,1,1,1,119143,7014,849
FILE,2,astropy__astropy-14508,astropy,0,0,1,1,1,37863,1968,849
FILE,2,astropy__astropy-14539,astropy,0,0,1,1,1,35018,1753,849
FILE,2,astropy__astropy-14598,astropy,1,1,1,1,1,44978,1435,849
FILE,2,astropy__astropy-14995,astropy,1,1,1,1,1,108063,7359,849
FILE,2,astropy__astropy-7166,astropy,0,0,1,1,1,34159,1898,849
FILE,2,astropy__astropy-7336,astropy,0,0,1,1,1,47574,3547,849
FILE,2,astropy__astropy-7606,astropy,0,0,1,1,1,27919,2001,849
FILE,2,astropy__astropy-7671,astropy,1,1,1,1,1,20791,1457,849
FILE,2,astropy__astropy-8707,astropy,1,1,1,1,1,28793,2166,849
FILE,2,astropy__astropy-8872,astropy,1,1,1,1,1,53015,2518,849
FILE,2,django__django-11087,django,0,0,1,1,1,110304,3211,1106
FILE,2,django__django-11149,django,1,1,1,1,1,53547,3110,1106
FILE,2,django__django-11206,django,0,0,1,1,1,37391,5038,1106
FILE,2,django__django-11265,django,0,1,1,1,1,45631,1442,1106
FILE,2,django__django-11555,django,0,0,1,1,1,66053,3351,1106
FILE,2,django__django-11740,django,0,1,1,1,1,30911,1568,1106
FILE,2,django__django-11790,django,1,1,1,1,1,34005,2259,1106
FILE,2,django__django-11880,django,1,1,1,1,1,17956,1666,1106
FILE,2,django__django-11885,django,0,0,1,1,1,87158,2772,1106
FILE,2,django__django-11964,django,0,1,1,1,1,35488,2458,1106
FILE,2,django__django-12039,django,1,1,1,1,1,23834,2017,1106
FILE,2,django__django-12209,django,0,1,1,1,1,26068,1283,1106
FILE,2,django__django-12276,django,1,1,1,1,1,32132,1921,1106
FILE,2,django__django-12663,django,0,1,1,1,1,31023,2519,1106
FILE,2,django__django-12708,django,1,1,1,1,1,13627,1225,1106
FILE,2,django__django-12754,django,0,0,1,1,1,130299,4144,1106
FILE,2,django__django-12774,django,1,1,1,1,1,20119,1695,1106
FILE,2,django__django-13112,django,0,0,1,1,1,34422,1520,1106
FILE,2,django__django-13121,django,0,1,1,1,1,32323,3371,1106
FILE,2,django__django-13279,django,0,1,1,1,1,42044,2483,1106
FILE,2,django__django-13344,django,0,1,1,1,1,34601,2427,1106
FILE,2,django__django-13363,django,1,1,1,1,1,26466,3300,1106
FILE,2,django__django-13410,django,0,0,1,1,1,17933,1359,1106
FILE,2,django__django-13417,django,1,1,1,1,1,57496,4680,1106
FILE,2,django__django-13512,django,1,1,1,1,1,61549,3346,1106
FILE,2,django__django-13568,django,1,1,1,1,1,73481,6121,1106
FILE,2,django__django-13807,django,1,1,1,1,1,7408,768,1106
FILE,2,django__django-13809,django,1,1,1,1,1,23574,2033,1106
FILE,2,django__django-13821,django,0,1,1,1,1,18710,724,1106
FILE,2,django__django-14122,django,0,0,1,1,1,48772,4295,1106
FILE,2,django__django-14140,django,0,1,1,1,1,42632,2581,1106
FILE,2,django__django-14373,django,1,1,1,1,1,13646,995,1106
FILE,2,django__django-14434,django,1,1,1,1,1,13115,1117,1106
FILE,2,django__django-14539,django,0,1,1,1,1,26854,1768,1106
FILE,2,django__django-14608,django,0,0,1,1,1,139501,7322,1106
FILE,2,django__django-14672,django,0,1,1,1,1,68899,3780,1106
FILE,2,django__django-14725,django,0,0,1,1,1,74619,4073,1106
FILE,2,django__django-14752,django,1,1,1,1,1,22462,2295,1106
FILE,2,django__django-14787,django,0,0,1,1,1,21845,2074,1106
FILE,2,django__django-14915,django,1,1,1,1,1,14844,1430,1106
FILE,2,django__django-14999,django,1,1,1,1,1,29252,3334,1106
FILE,2,django__django-15037,django,0,1,1,1,1,27841,1629,1106
FILE,2,django__django-15128,django,0,0,1,1,1,55786,8558,1106
FILE,2,django__django-15277,django,1,1,1,1,1,27719,1374,1106
FILE,2,django__django-15280,django,0,1,1,1,1,27047,1803,1106
FILE,2,django__django-15315,django,1,1,1,1,1,41700,3172,1106
FILE,2,django__django-15375,django,0,0,1,1,1,38938,3015,1106
FILE,2,django__django-15563,django,0,1,1,1,1,47611,2724,1106
FILE,2,django__django-15695,django,0,1,1,1,1,22254,2869,1106
FILE,2,django__django-15731,django,1,1,1,1,1,14588,2016,1106
FILE,2,django__django-15814,django,1,1,1,1,1,13930,697,1106
FILE,2,django__django-15957,django,0,1,1,1,1,34206,2954,1106
FILE,2,django__django-16100,django,1,1,1,1,1,97540,5650,1106
FILE,2,django__django-16116,django,0,0,1,1,1,75439,3615,1106
FILE,2,django__django-16136,django,0,0,1,1,1,60230,3038,1106
FILE,2,django__django-16454,django,0,0,1,1,1,41427,3618,1106
FILE,2,django__django-16502,django,0,1,1,1,1,45182,2155,1106
FILE,2,django__django-16631,django,1,1,1,1,1,45005,3245,1106
FILE,2,django__django-16667,django,1,1,1,1,1,10650,1339,1106
FILE,2,django__django-17084,django,0,0,1,1,1,98024,6556,1106
FILE,2,matplotlib__matplotlib-13989,matplotlib,1,1,1,1,1,50437,2820,910
FILE,2,matplotlib__matplotlib-14623,matplotlib,0,0,1,1,1,89088,2690,910
FILE,2,matplotlib__matplotlib-20488,matplotlib,0,0,0,0,0,37199,1916,0
FILE,2,matplotlib__matplotlib-20676,matplotlib,1,1,1,1,1,41088,2844,910
FILE,2,matplotlib__matplotlib-20826,matplotlib,0,1,1,1,1,24082,1557,910
FILE,2,matplotlib__matplotlib-20859,matplotlib,0,0,1,1,1,45484,2502,910
FILE,2,matplotlib__matplotlib-21568,matplotlib,1,1,1,1,1,78538,3259,910
FILE,2,matplotlib__matplotlib-22719,matplotlib,0,1,1,1,1,111251,4502,910
FILE,2,matplotlib__matplotlib-22865,matplotlib,1,1,1,1,1,54221,2101,910
FILE,2,matplotlib__matplotlib-22871,matplotlib,0,0,1,1,1,35325,3208,910
FILE,2,matplotlib__matplotlib-23299,matplotlib,0,1,1,1,1,44856,1972,910
FILE,2,matplotlib__matplotlib-23314,matplotlib,0,1,1,1,1,71302,3444,910
FILE,2,matplotlib__matplotlib-23412,matplotlib,1,1,1,1,1,60033,3547,910
FILE,2,matplotlib__matplotlib-23476,matplotlib,0,1,1,1,1,39142,1704,910
FILE,2,matplotlib__matplotlib-24026,matplotlib,1,1,1,1,1,35063,2349,910
FILE,2,matplotlib__matplotlib-24149,matplotlib,0,1,1,1,1,19778,921,910
FILE,2,matplotlib__matplotlib-24177,matplotlib,0,1,1,1,1,68216,2719,910
FILE,2,matplotlib__matplotlib-24570,matplotlib,0,0,1,1,1,81433,4300,910
FILE,2,matplotlib__matplotlib-24627,matplotlib,1,1,1,1,1,25106,1865,910
FILE,2,matplotlib__matplotlib-24637,matplotlib,1,1,1,1,1,83240,3808,910
FILE,2,matplotlib__matplotlib-24870,matplotlib,0,0,1,1,1,85005,1942,910
FILE,2,matplotlib__matplotlib-24970,matplotlib,1,1,1,1,1,34530,1996,910
FILE,2,matplotlib__matplotlib-25122,matplotlib,1,1,1,1,1,37219,1787,910
FILE,2,matplotlib__matplotlib-25287,matplotlib,1,1,1,1,1,64666,3444,910
FILE,2,matplotlib__matplotlib-25311,matplotlib,0,1,1,1,1,32330,1810,910
FILE,2,matplotlib__matplotlib-25332,matplotlib,0,1,1,1,1,21443,1967,910
FILE,2,matplotlib__matplotlib-25479,matplotlib,1,1,1,1,1,69290,3070,910
FILE,2,matplotlib__matplotlib-25775,matplotlib,1,1,1,1,1,43471,2489,910
FILE,2,matplotlib__matplotlib-25960,matplotlib,1,1,1,1,1,115626,3761,910
FILE,2,matplotlib__matplotlib-26113,matplotlib,1,1,1,1,1,13449,740,910
FILE,2,matplotlib__matplotlib-26208,matplotlib,1,1,1,1,1,53590,2519,910
FILE,2,matplotlib__matplotlib-26291,matplotlib,1,1,1,1,1,28762,1693,910
FILE,2,matplotlib__matplotlib-26342,matplotlib,0,0,1,1,1,106724,3951,910
FILE,2,matplotlib__matplotlib-26466,matplotlib,0,0,1,1,1,48515,2643,910
FILE,2,pydata__xarray-3993,xarray,1,1,1,1,1,22335,2094,785
FILE,2,pydata__xarray-4075,xarray,1,1,1,1,1,22983,1472,785
FILE,2,pydata__xarray-4094,xarray,1,1,1,1,1,29541,1410,785
FILE,2,pydata__xarray-4356,xarray,1,1,1,1,1,16396,2270,785
FILE,2,pydata__xarray-4695,xarray,0,0,1,1,1,80665,4752,785
FILE,2,pydata__xarray-4966,xarray,1,1,1,1,1,34671,2299,785
FILE,2,pydata__xarray-6599,xarray,0,0,1,1,1,165934,6824,785
FILE,2,pydata__xarray-6721,xarray,0,1,0,0,0,24040,1152,0
FILE,2,pydata__xarray-6744,xarray,0,0,1,1,1,182911,13287,785
FILE,2,pydata__xarray-6938,xarray,0,1,1,1,1,107698,5288,785
FILE,2,pydata__xarray-6992,xarray,1,1,1,1,1,36573,2209,785
FILE,2,pydata__xarray-7233,xarray,1,1,1,1,1,30744,1339,785
FILE,2,pytest-dev__pytest-10051,pytest,1,1,1,1,1,14555,1369,802
FILE,2,pytest-dev__pytest-10081,pytest,1,1,1,1,1,34338,1987,802
FILE,2,pytest-dev__pytest-10356,pytest,0,0,1,1,1,53304,3834,802
FILE,2,pytest-dev__pytest-5262,pytest,1,1,0,0,0,17580,1805,0
FILE,2,pytest-dev__pytest-5631,pytest,1,1,1,1,1,16696,1747,802
FILE,2,pytest-dev__pytest-5787,pytest,0,1,1,1,1,57203,3476,802
FILE,2,pytest-dev__pytest-5809,pytest,1,1,1,1,1,11196,560,802
FILE,2,pytest-dev__pytest-5840,pytest,0,1,1,1,1,22372,1396,802
FILE,2,pytest-dev__pytest-6197,pytest,0,0,1,1,1,178673,8178,802
FILE,2,pytest-dev__pytest-6202,pytest,0,0,1,0,1,34148,1984,0
FILE,2,pytest-dev__pytest-7205,pytest,0,0,0,0,0,20624,990,0
FILE,2,pytest-dev__pytest-7236,pytest,0,0,1,1,1,29493,2874,802
FILE,2,pytest-dev__pytest-7324,pytest,0,1,1,1,1,17351,1568,802
FILE,2,pytest-dev__pytest-7432,pytest,0,0,1,1,1,54549,4007,802
FILE,2,pytest-dev__pytest-7490,pytest,0,1,1,1,1,98026,2847,802
FILE,2,pytest-dev__pytest-7521,pytest,1,1,0,0,0,53329,3842,0
FILE,2,pytest-dev__pytest-7571,pytest,1,1,1,1,1,15697,1736,802
FILE,2,pytest-dev__pytest-7982,pytest,1,1,1,1,1,8005,526,802
FILE,2,pytest-dev__pytest-8399,pytest,1,1,1,1,1,17619,1482,802
